filename,question,result,feedback
noaa_10541_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_46163_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_9722_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_20036_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_33880_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_50339_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_41602_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_27817_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_50752_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_61923_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_17271_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_21362_DS1.pdf,What is the duration of the mission?,- **13 days**,1
noaa_29522_DS1.pdf,What is the duration of the mission?,*June 1 to June 13*,1
noaa_29521_DS1.pdf,What is the duration of the mission?,- **13 days**,1
noaa_37528_DS1.pdf,What is the duration of the mission?,- **June 1 to June 13**,1
noaa_56115_DS1.pdf,What is the duration of the mission?,- **9 days**,1
noaa_10620_DS1.pdf,What is the duration of the mission?,*13 days*,1
noaa_12051_DS1.pdf,What is the duration of the mission?,*June 1 to June 13*,1
noaa_50160_DS1.pdf,What is the duration of the mission?,- **Unknown**,1
noaa_10612_DS1.pdf,What is the duration of the mission?,*Unknown*,1
noaa_64474_DS1.pdf,What is the duration of the mission?,- **Not specified**,1
noaa_14853_DS1.pdf,What is the duration of the mission?,- **Not specified**,1
website.txt,What is the duration of the mission?,,1
noaa_32908_DS1.pdf,What is the duration of the mission?,- **Not specified**,1
noaa_9691_DS1.pdf,What is the duration of the mission?,- **The duration of the mission is not specified.**,1
noaa_30911_DS1.pdf,What is the duration of the mission?,*Unknown*,1
noaa_28170_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_27816_DS1.pdf,What is the duration of the mission?,*Unknown*,1
noaa_30954_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_9420_DS1.pdf,What is the duration of the mission?,*I don't know.*,
noaa_21363_DS1.pdf,What is the duration of the mission?,- **Unknown**,1
