filename,question,result,feedback
noaa_10541_DS1.pdf,What is vehicle/ vessel name?,- **R/V Storm**,1
noaa_46163_DS1.pdf,What is vehicle/ vessel name?,- **Submersible Long-range Underwater Autonomous Vehicle (SLAVe)**,1
noaa_9722_DS1.pdf,What is vehicle/ vessel name?,- **SUBMERSIBLE LONG-RANGE AUTONOMOUS VEHICLE**,1
noaa_20036_DS1.pdf,What is vehicle/ vessel name?,- **SUBMERSIBLE LONG-RANGE AUTONOMOUS VEHICLE**,1
noaa_33880_DS1.pdf,What is vehicle/ vessel name?,- **SUBMERSIBLE LONG-RANGE AUTONOMOUS VEHICLE**,1
noaa_50339_DS1.pdf,What is vehicle/ vessel name?,- **Submersible Long-Range Autonomous Vehicle**,1
noaa_41602_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_27817_DS1.pdf,What is vehicle/ vessel name?,**Seirios**,1
noaa_50752_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_61923_DS1.pdf,What is vehicle/ vessel name?,*Seirios*,1
noaa_17271_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_21362_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_29522_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_29521_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_37528_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_56115_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_10620_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_12051_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_10612_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_64474_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_14853_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
Noaa_24616_DS1.pdf,What is vehicle/ vessel name?,*I don't know.*,1
noaa_32908_DS1.pdf,What is vehicle/ vessel name?,*SUBMERSIBLE LONG-RANGE AUTONOMOUS VEHICILZ*,1
noaa_9691_DS1.pdf,What is vehicle/ vessel name?,*I don't know.*,1
noaa_30911_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_28170_DS1.pdf,What is vehicle/ vessel name?,- **Okeanos Explorer**,1
noaa_27816_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_30954_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
noaa_9420_DS1.pdf,What is vehicle/ vessel name?,- **Okeanos**,1
noaa_21363_DS1.pdf,What is vehicle/ vessel name?,- **Seirios**,1
