filename,question,result,feedback
noaa_10541_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_46163_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_9722_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?","- **Tasks existed related to vehicle sub-systems.**  
- **Duration and specific success/failure not detailed.**",1
noaa_20036_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?","** Dive at launch point (10:30 - 12:30) - Successful**
** Traverse from SSE of Von Damm toward the base of the mound - Ongoing**
** Conduct a VIP event at central Von Damm spire - Ongoing * Explore onward to the West of the vent site - Pending**",1
noaa_33880_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?","- **At Sea Deliverables (daily plans, SITREPs, data files): Duration not specified, success not mentioned**
- **Post Expedition Deliverables (refined SOPs, assessments): Duration not specified, success not mentioned**
- **Science Deliverables (multibeam, XBT, CTD, ROV data): Duration not specified, success not mentioned**",1
noaa_50339_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_41602_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_27817_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_50752_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_61923_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_17271_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_21362_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_29522_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_29521_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_37528_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_56115_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_10620_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_12051_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_50160_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",- **I don't know.**,1
noaa_10612_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_64474_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_14853_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_32908_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_9691_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_30911_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_28170_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_27816_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_30954_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_9420_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
noaa_21363_DS1.pdf,"What are the existing tasks in this mission, the duration of each task, and whether the task was successful or failure?",*I don't know.*,1
