filename,question,result
ifm-geomar_rep49.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep28.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep33.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep42.pdf,What is vehicle/ vessel name?,**R/V AEGAEO**
ifm-geomar_rep9.pdf,What is vehicle/ vessel name?,**R/V AEGAEO**
ifm-geomar_rep38.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep23.pdf,What is vehicle/ vessel name?,"- **R/V AEGAEO**
- **ROV Max Rover**"
ifm-geomar_rep26.pdf,What is vehicle/ vessel name?,"- **R/V Aegaeo**
- **ROV Max Rover**"
ifm-geomar_rep19.pdf,What is vehicle/ vessel name?,"*R/V AEGAEO*

*ROV Max Rover*"
ifm-geomar_rep48.pdf,What is vehicle/ vessel name?,"*R/V AEGAEO*

*ROV Max Rover*"
ifm-geomar_rep12.pdf,What is vehicle/ vessel name?,"*R/V AEGAEO*

*ROV Max Rover*"
ifm-geomar_rep17.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
geomar_rep_ns_58_2021 tjm 2.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep14.pdf,What is vehicle/ vessel name?,**R/V Aegaeo**
ifm-geomar_rep22.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep34.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep29.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep40.pdf,What is vehicle/ vessel name?,"*R/V AEGAEO*

*ROV Max Rover*"
ifm-geomar_rep44.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep10.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep30.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep37.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep7.pdf,What is vehicle/ vessel name?,"- **R/V Aegaeo**
- **ROV Max Rover**"
ifm-geomar_rep18.pdf,What is vehicle/ vessel name?,- **R/V Aegaeo**
ifm-geomar_rep8.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
geomar_rep_ns_57_2021.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep31.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep32.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep21.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
geomar_rep_ns_30_2016.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep35.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep3_t.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
geomar_rep_ns_42_2018.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep15.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
geomar_rep_ns_55_2020.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar-rep2.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
ifm-geomar_rep16.pdf,What is vehicle/ vessel name?,*R/V AEGAEO*
ifm-geomar_rep41.pdf,What is vehicle/ vessel name?,*R/V Aegaeo*
