filename,question,result
ifm-geomar_rep49.pdf,What is vehicle/ vessel type?,"* **Research Vessel**  
* **ROV (Remotely Operated Vehicle)**  
* **Manned Submersible**"
ifm-geomar_rep28.pdf,What is vehicle/ vessel type?,*R/V AEGAEO is a research vessel supported by underwater vehicles such as ROVs (Remotely Operated Vehicles) and manned submersibles.*
ifm-geomar_rep33.pdf,What is vehicle/ vessel type?,"* **Autonomous Underwater Vehicle (AUV)**
* **Remotely Operated Vehicle (ROV)**
* **Manned Submersible**

"
ifm-geomar_rep42.pdf,What is vehicle/ vessel type?,"* Underwater Vehicle (AUV) *
* ROV (Remotely Operated Vehicle) *
* Manned Submersible *
* Research Vessel (R/V AEGAEO) *"
ifm-geomar_rep9.pdf,What is vehicle/ vessel type?,"- **The vehicle is an autonomous underwater vehicle (AUV).**
- **The vessel is an R/V (Research Vessel) named AEGAEO.**
- **The vehicle has a strong and robust structure with various housings for equipment and sensors.**
- **The propulsion system of the vehicle includes a brushless motor and fins for control.**"
ifm-geomar_rep38.pdf,What is vehicle/ vessel type?,"- **Underwater Vehicle**
- **AUV (Autonomous Underwater Vehicle)**
"
ifm-geomar_rep23.pdf,What is vehicle/ vessel type?,"* **Underwater** vehicle  
* **Autonomous**  
* **Unmanned**  
* **Submersible**"
ifm-geomar_rep26.pdf,What is vehicle/ vessel type?,"* The vehicle is an Autonomous Underwater Vehicle (AUV). *
* It is supported by ROVs and manned submersibles. *
* The vehicle is used in conjunction with a research vessel named R/V AEGAEO. *
* It features various technologies such as an inertial measurement unit, acoustic Doppler current profiler, and a propulsion system driven by brushless motors. *"
ifm-geomar_rep19.pdf,What is vehicle/ vessel type?,"* **The vehicle appears to be an Autonomous Underwater Vehicle (AUV).**
* **The vessel mentioned is the R/V AEGAEO, which is used for underwater operations and supports both ROV (Remotely Operated Vehicle) and manned submersible activities.**
* **The AUV has a strong structural design with a titanium strongback, multiple pressure housings, and advanced propulsion and control systems.**
* **The R/V AEGAEO is equipped with various hydraulic systems and cranes to facilitate underwater research and operations.**"
ifm-geomar_rep48.pdf,What is vehicle/ vessel type?,* **Underwater Vehicle** (specifically an Autonomous Underwater Vehicle - AUV)
ifm-geomar_rep12.pdf,What is vehicle/ vessel type?,"*  **Autonomous Underwater Vehicle (AUV)**
*  **ROV (Remotely Operated Vehicle)**
*  **Manned Submersible**"
ifm-geomar_rep17.pdf,What is vehicle/ vessel type?,* **Autonomous Underwater Vehicle (AUV)**
geomar_rep_ns_58_2021 tjm 2.pdf,What is vehicle/ vessel type?,* **Autonomous Underwater Vehicle (AUV)** *
ifm-geomar_rep14.pdf,What is vehicle/ vessel type?,* **Autonomous Underwater Vehicle (AUV)** *
ifm-geomar_rep22.pdf,What is vehicle/ vessel type?,"* **AUV (Autonomous Underwater Vehicle)** *
* **ROV (Remotely Operated Vehicle)** *
* **Manned Submersible** *
* **R/V (Research Vessel) AEGAEO** *"
