filename,question,result
ifm-geomar_rep49.pdf,What is mission name?,**WND-V**
ifm-geomar_rep28.pdf,What is mission name?,**WND-V**
ifm-geomar_rep33.pdf,What is mission name?,**WND-V**
ifm-geomar_rep42.pdf,What is mission name?,**SO212**
ifm-geomar_rep9.pdf,What is mission name?,**SO212**
ifm-geomar_rep38.pdf,What is mission name?,*P403*
ifm-geomar_rep23.pdf,What is mission name?,*P403*
ifm-geomar_rep26.pdf,What is mission name?,**P403**
ifm-geomar_rep19.pdf,What is mission name?,*P403*
ifm-geomar_rep48.pdf,What is mission name?,*DRIVE (Diurnal and RegIonal Variability of halogen Emissions)*
ifm-geomar_rep12.pdf,What is mission name?,*Diurnal and RegIonal Variability of halogen Emissions (DRIVE)*
ifm-geomar_rep17.pdf,What is mission name?,*DRIVE (Diurnal and Regional Variability of halogen Emissions)*
geomar_rep_ns_58_2021 tjm 2.pdf,What is mission name?,*DRIVE (Diurnal and Regional Variability of halogen Emissions)*
