filename,question,result
ifm-geomar_rep49.pdf,What is temperature of water in depth?,*I don't know.*
ifm-geomar_rep28.pdf,What is temperature of water in depth?,*I don't know.*
ifm-geomar_rep33.pdf,What is temperature of water in depth?,**2675 m**
ifm-geomar_rep42.pdf,What is temperature of water in depth?,*2675 m: Anomaly of 0.01°C detected*
ifm-geomar_rep9.pdf,What is temperature of water in depth?,**Temperature inversion occurs around 720 m depth with substantial overturns observed.**
ifm-geomar_rep38.pdf,What is temperature of water in depth?,*4-5°C at depths between 1300 m and 2200 m*
ifm-geomar_rep23.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep26.pdf,What is temperature of water in depth?,- **4-5°C**
ifm-geomar_rep19.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep48.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep12.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep17.pdf,What is temperature of water in depth?,*4-5°C*
geomar_rep_ns_58_2021 tjm 2.pdf,What is temperature of water in depth?,*4-5°C around 1300-2200 m depth*
ifm-geomar_rep14.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep22.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep34.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep29.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep40.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep44.pdf,What is temperature of water in depth?,*4-5°C at depths between 1300 m and 2200 m*
ifm-geomar_rep10.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep30.pdf,What is temperature of water in depth?,"- **4-5°C at depths between 1300 m and 2200 m**
- **Variation due to plume effects**"
ifm-geomar_rep37.pdf,What is temperature of water in depth?,*4-5°C at depths between 1300m and 2200m*
ifm-geomar_rep7.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep18.pdf,What is temperature of water in depth?,*4-5°C*
ifm-geomar_rep8.pdf,What is temperature of water in depth?,*4-5°C*
geomar_rep_ns_57_2021.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **13.5°C at 1600 m**"
ifm-geomar_rep31.pdf,What is temperature of water in depth?,"*27°C at the surface, decreasing to 13.5°C at 1600 m*"
ifm-geomar_rep32.pdf,What is temperature of water in depth?,"*15°C within the uppermost 100 m*  
*13.5°C at 1600 m*"
ifm-geomar_rep21.pdf,What is temperature of water in depth?,"*27°C to 15°C within the uppermost 100 m, minimum of 13.5°C at 1600 m*"
geomar_rep_ns_30_2016.pdf,What is temperature of water in depth?,*13.5°C at 1600 m*
ifm-geomar_rep35.pdf,What is temperature of water in depth?,"- **Uppermost 100 m: 27°C to 15°C**
- **1600 m: 13.5°C**
- **350 m: 3.8°C**
- **3800 m: 1.47°C**"
ifm-geomar_rep3_t.pdf,What is temperature of water in depth?,*13.5°C at 1600 m*
geomar_rep_ns_42_2018.pdf,What is temperature of water in depth?,*13.5°C at 1600 m*
ifm-geomar_rep15.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **13.5°C at 1600 m**"
geomar_rep_ns_55_2020.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **13.5°C at 1600 m**"
ifm-geomar-rep2.pdf,What is temperature of water in depth?,"- **27°C to 15°C in the uppermost 100 m**
- **13.5°C at 1600 m**"
ifm-geomar_rep16.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **13.5°C at 1600 m**
- **Surface water decreases from 13.5°C to 11°C**"
ifm-geomar_rep41.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **13.5°C at 1600 m**
- **13.8°C at the bottom water**"
ifm-geomar_rep11.pdf,What is temperature of water in depth?,"- **13.5°C at 1600 m**
- **27°C to 15°C within the uppermost 100 m**
- **Minimum of 13.5°C at 1600 m**"
ifm-geomar-rep1.pdf,What is temperature of water in depth?,"*15°C at 100 m depth*
*13.5°C at 1600 m depth*"
ifm-geomar_rep36.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **Minimum of 13.5°C at 1600 m**
- **Surface Water temperature decreases from 13.5°C to 11°C**"
ifm-geomar_rep47.pdf,What is temperature of water in depth?,"- **27°C to 15°C within the uppermost 100 m**
- **13.5°C at 1600 m**"
