filename,question,result
noaa_10541_DS1.pdf,What is vehicle vessel type? ,"- **R/V Storm**
"
noaa_27817_DS1.pdf,What is vehicle vessel type? ,- **Autonomous Underwater Vehicle (AUV)**
noaa_29521_DS1.pdf,What is vehicle vessel type? ,- **Unmanned and remote-operated system**
noaa_37528_DS1.pdf,What is vehicle vessel type? ,- **AUV (Autonomous Underwater Vehicle)**
noaa_28170_DS1-1.pdf,What is vehicle vessel type? ,- **NOAA Ship Okeanos Explorer**
US8881665.pdf,What is vehicle vessel type? ,- **Marine acoustic survey vessel**
noaa_10612_DS1.pdf,What is vehicle vessel type? ,- **Marine survey vessel**
website.txt,What is vehicle vessel type? ,
noaa_30911_DS1.pdf,What is vehicle vessel type? ,- **Autonomous underwater vehicle (AUV)**
noaa_28170_DS1.pdf,What is vehicle vessel type? ,- **Autonomous underwater vehicle (AUV)**
noaa_27816_DS1.pdf,What is vehicle vessel type? ,- **Autonomous Underwater Vehicle (AUV)**
noaa_9420_DS1.pdf,What is vehicle vessel type? ,- **Deployment and recovery vessel for autonomous underwater vehicle**
