filename,question,result
ifm-geomar_rep1.pdf,What is the application of the mission?,- **The main application of the mission was to install an array of ocean bottom seismic stations to monitor the seismicity of the Java subduction zone.**
awi_doi~10.48433_cr_msm94.pdf,What is the application of the mission?,"The application of the MARIA S. MERIAN MSM94 expedition was to collect observational data to study different aspects of water mass transformation and southward transport of water masses in the Deep Western Boundary Current of the western subpolar North Atlantic. This includes measuring the vertical distribution of temperature, salinity, density, oxygen, optical properties, and flow velocity. The expedition contributed to international projects such as OSNAP, Blue Action, and EuroSea. 

**The application was primarily focused on understanding water mass transformation and transport in the North Atlantic, contributing to international oceanographic projects.**"
ifm-geomar_rep49.pdf,What is the application of the mission?,- **The application of the MARIA S. MERIAN MSM94 expedition mission is to collect observational data to study water mass transformation and southward transport of water masses in the Deep Western Boundary Current of the western subpolar North Atlantic.**
ifm-geomar_rep28.pdf,What is the application of the mission?,- **The application of the MARIA S. MERIAN MSM94 expedition mission is to collect observational data to study water mass transformation and southward transport in the Deep Western Boundary Current of the western subpolar North Atlantic.**
ifm-geomar_rep33.pdf,What is the application of the mission?,- **The application of the MARIA S. MERIAN MSM94 expedition was to collect observational data for studying water mass transformation and southward transport in the Deep Western Boundary Current of the western subpolar North Atlantic.**
ifm-geomar_rep42.pdf,What is the application of the mission?,"- **The application of the MARIA S. MERIAN MSM94 expedition was to study water mass transformation and transport in the Deep Western Boundary Current of the western subpolar North Atlantic. This included measuring the vertical distribution of temperature, salinity, density, oxygen, optical properties, and flow velocity, as well as deploying and recovering equipment to aid in these observations.**"
ifm-geomar_rep9.pdf,What is the application of the mission?,- **The application of the MARIA S. MERIAN MSM94 expedition was to collect observational data to study water mass transformation and transport in the Deep Western Boundary Current of the western subpolar North Atlantic.**
ifm-geomar_rep38.pdf,What is the application of the mission?,- **The application of the mission is to study the intensity of water mass transformation and the transport of water masses in the boundary current systems off Labrador and at the southwestern tip of Greenland.**
ifm-geomar_rep3.pdf,What is the application of the mission?,- **The application of the MARIA S. MERIAN MSM94 expedition is to collect observational data to study water mass transformation and the transport of water masses in the boundary current systems off Labrador and at the southwestern tip of Greenland.**
ifm-geomar_rep23.pdf,What is the application of the mission?,"- **The application of the MARIA S. MERIAN MSM94 expedition was to collect observational data to study water mass transformation and transport in the Deep Western Boundary Current of the western subpolar North Atlantic. This includes measuring the vertical distribution of temperature, salinity, density, oxygen, optical properties, and flow velocity.**"
ifm-geomar_rep26.pdf,What is the application of the mission?,- **The application of the MARIA S. MERIAN MSM94 expedition is to study the intensity of water mass transformation and the transport of water masses in the boundary current systems off Labrador and at the southwestern tip of Greenland.**
